,City ID,City,Cloudiness,Country,Date,Humidity,Lat,Long,Temp,Wind Speed,Max Temp
235,802,solnechnyy,34,RU,1612051344,86,50.7214,136.6319,-25.18,1.71,-25.18
236,800,muli,10,MV,1612051513,77,2.9167,73.5667,27.43,6.25,27.43
237,802,puerto ayora,38,EC,1612051264,89,-0.7393,-90.3518,26.11,3.13,26.11
238,802,east london,37,ZA,1612051273,84,-33.0153,27.9116,21.38,1.4,21.38
239,600,mus,83,TR,1612051514,96,39.0,41.75,-7.15,0.55,-7.15
240,500,camabatela,100,AO,1612051514,100,-8.1881,15.375,16.81,1.62,16.81
241,803,arrifes,75,PT,1612051347,94,37.7667,-25.7,16.83,6.69,17.0
242,802,kavaratti,26,IN,1612051360,71,10.5669,72.642,27.07,3.6,27.07
243,803,port hardy,75,CA,1612051266,81,50.6996,-127.4199,7.0,9.26,7.0
244,800,talnakh,0,RU,1612051279,71,69.4865,88.3972,-35.15,2.97,-35.15
245,804,novoagansk,100,RU,1612051514,85,61.9449,76.6625,-28.03,6.4,-28.03
246,802,mezhdurechensk,50,RU,1612051360,88,53.6942,88.0603,-21.29,0.94,-21.29
247,800,vila velha,0,BR,1612051156,78,-20.3297,-40.2925,25.48,5.66,26.0
248,803,tiarei,75,PF,1612051515,62,-17.5333,-149.3333,30.0,5.14,30.0
249,804,chicama,90,PE,1612051515,83,-7.8447,-79.1469,21.0,5.66,21.0
250,804,esil,100,KZ,1612051291,94,51.9556,66.4042,-9.16,2.97,-9.16
251,801,camacha,20,PT,1612051335,94,33.0833,-16.3333,15.0,2.06,15.0
252,800,awjilah,0,LY,1612051515,43,29.1081,21.2869,15.44,4.9,15.44
253,600,milkovo,100,RU,1612051515,94,54.7167,158.6167,-11.73,5.11,-11.73
254,600,fairbanks,90,US,1612051515,77,64.8378,-147.7164,-20.44,0.29,-19.44
255,501,porec,90,HR,1612051516,87,45.2258,13.5939,10.7,1.54,11.0
256,600,kommunar,75,RU,1612051516,93,59.6206,30.39,-3.17,2.0,-3.0
257,804,srednekolymsk,100,RU,1612051417,84,67.45,153.6833,-36.27,1.23,-36.27
258,803,bandarbeyla,51,SO,1612051372,73,9.4942,50.8122,23.35,7.03,23.35
259,800,goalpara,0,IN,1612051516,47,26.1667,90.6167,11.36,0.65,11.36
260,804,kiunga,99,PG,1612051516,96,-6.1219,141.2906,24.49,1.4,24.49
261,804,sorong,100,ID,1612051516,78,-0.8833,131.25,26.53,5.38,26.53
262,500,barvinkove,100,UA,1612051516,78,48.9097,37.0205,3.67,8.05,3.67
263,800,barcelona,0,ES,1612050965,47,41.3888,2.159,11.3,2.57,13.33
264,800,zhuhai,0,CN,1612051517,72,22.2769,113.5678,17.62,3.09,18.89
265,804,san policarpo,100,PH,1612051209,79,12.1791,125.5072,26.21,8.83,26.21
266,800,pemagatsel,0,BT,1612051517,76,27.0319,91.4266,2.83,2.37,2.83
267,800,laguna,1,US,1612051275,51,38.421,-121.4238,14.86,2.06,15.56
268,802,maputo,40,MZ,1612051517,89,-25.9653,32.5892,25.78,2.06,26.0
269,800,saldanha,0,ZA,1612051281,92,-33.0117,17.9442,17.75,1.34,17.75
270,804,morgan city,90,US,1612051517,77,29.6994,-91.2068,20.0,4.63,20.0
271,800,waddan,0,LY,1612051517,35,29.1614,16.139,14.54,2.49,14.54
272,801,taltal,22,CL,1612051221,74,-25.4,-70.4833,19.2,2.0,19.2
273,721,portland,90,US,1612051327,76,45.5234,-122.6762,8.46,3.6,9.44
274,803,tiznit,57,MA,1612051350,88,29.5833,-9.5,13.29,1.39,13.29
275,804,chiredzi,86,ZW,1612051518,93,-21.05,31.6667,22.68,2.67,22.68
276,803,siocon,82,PH,1612051518,73,7.7061,122.1353,26.69,6.17,26.69
277,804,longjiang,93,CN,1612051518,91,47.3303,123.1836,-21.75,2.56,-21.75
278,600,batsfjord,100,NO,1612051518,95,70.6345,29.7185,-5.23,7.76,-5.23
279,804,komsomolskiy,100,UZ,1612051518,44,40.4272,71.7189,2.0,1.03,2.0
280,804,marawi,89,PH,1612051342,87,7.9986,124.2928,25.0,2.68,25.0
281,802,northam,25,GB,1612051327,87,51.0333,-4.2167,3.88,4.47,4.44
282,600,yarega,100,RU,1612051519,96,63.4354,53.5765,-10.88,4.26,-10.88
283,803,sisimiut,74,GL,1612051269,91,66.9395,-53.6735,-13.93,3.4,-13.93
284,804,muros,100,ES,1612051355,83,42.7762,-9.0603,12.42,0.89,12.78
285,800,southbridge,0,US,1612051519,33,42.0751,-72.0334,-9.92,3.26,-8.33
286,804,prabumulih,99,ID,1612051519,98,-3.45,104.25,22.56,1.58,22.56
287,500,alofi,100,NU,1612051268,78,-19.0595,-169.9187,28.0,5.66,28.0
