,City ID,City,Cloudiness,Country,Date,Humidity,Lat,Long,Temp,Wind Speed
347,803,aurangabad,81,IN,1611953105,31,19.8833,75.3333,18.02,2.75
348,800,dickinson,1,US,1611953307,63,29.4608,-95.0513,16.03,5.14
349,800,bol,0,TD,1611953407,36,13.4586,14.7147,22.81,8.42
350,804,sao miguel do araguaia,100,BR,1611953407,85,-13.275,-50.1628,26.2,2.17
351,804,chumikan,100,RU,1611953385,87,54.7183,135.315,-25.04,4.65
352,800,waddan,0,LY,1611953407,46,29.1614,16.139,14.36,1.79
353,802,buchanan,40,LR,1611953350,89,5.8808,-10.0467,27.0,2.65
354,800,sakakah,0,SA,1611953250,50,29.9697,40.2064,11.0,7.2
355,804,ust-omchug,91,RU,1611953273,80,61.15,149.6333,-33.73,2.5
356,804,port augusta,90,AU,1611953408,72,-32.5,137.7667,16.87,5.66
357,804,lundazi,100,ZM,1611953408,90,-12.2929,33.1782,19.7,0.89
358,802,dongkan,44,CN,1611953408,90,33.9997,119.8308,0.75,3.69
359,801,vila velha,20,BR,1611953200,61,-20.3297,-40.2925,28.36,8.75
360,800,clyde river,1,CA,1611953237,84,70.4692,-68.5914,-23.0,4.12
361,804,richards bay,93,ZA,1611953250,87,-28.783,32.0377,22.53,0.94
362,804,taman,99,RU,1611953409,53,45.2117,36.7161,6.84,10.0
363,800,ahipara,0,NZ,1611953272,58,-35.1667,173.1667,19.57,3.48
364,500,inongo,100,CD,1611953280,76,-1.95,18.2667,25.13,0.58
365,600,berlevag,75,NO,1611952843,79,70.8578,29.0864,-6.37,3.6
366,804,yelizovo,88,RU,1611953409,85,53.1873,158.3805,-15.0,3.0
367,804,viedma,93,AR,1611953243,38,-40.8135,-62.9967,22.78,9.27
368,803,xapuri,73,BR,1611953237,63,-10.6517,-68.5044,29.77,2.1
369,804,laurel,90,US,1611953409,43,39.0993,-76.8483,-0.67,7.2
370,800,price,1,US,1611953272,48,39.5994,-110.8107,3.0,3.6
371,802,bull savanna,27,JM,1611953410,67,17.8868,-77.5902,25.47,1.41
372,500,faanui,52,PF,1611953232,69,-16.4833,-151.75,27.13,3.03
373,804,scarborough,95,GB,1611953410,89,54.2797,-0.4044,3.33,1.79
374,804,chaumont,100,FR,1611953410,90,48.1167,5.1333,7.22,2.68
375,801,inhambane,20,MZ,1611953410,84,-23.865,35.3833,26.18,1.7
376,501,batemans bay,100,AU,1611953286,97,-35.7167,150.1833,18.85,0.89
377,803,rio grande,75,BR,1611953190,83,-32.035,-52.0986,28.17,1.54
378,801,beringovskiy,16,RU,1611953411,86,63.05,179.3167,-26.65,4.17
379,804,kawalu,100,ID,1611953122,90,-7.3817,108.2082,21.76,0.76
380,800,requena,0,ES,1611953411,52,39.4883,-1.1004,18.15,4.12
381,804,hamilton,90,US,1611953045,55,39.1834,-84.5333,-0.34,0.58
382,802,west bay,40,KY,1611953411,61,19.3667,-81.4167,25.73,6.69
383,800,fukue,0,JP,1611953206,61,32.6881,128.8419,6.3,4.57
384,803,businga,65,CD,1611953411,84,3.3333,20.8833,22.34,0.81
385,803,necochea,76,AR,1611953241,48,-38.5473,-58.7368,24.44,2.14
386,500,ruidoso,1,US,1611953412,87,33.3317,-105.673,4.0,15.95
387,800,joshimath,0,IN,1611953412,46,30.5667,79.5667,0.98,3.99
388,800,umri,0,IN,1611953412,53,26.5106,78.9367,8.42,2.63
389,800,yatou,0,CN,1611953412,90,37.15,122.3833,0.33,3.82
390,803,lagoa nova,75,BR,1611953412,56,-6.1,-36.4833,26.35,6.03
391,801,santa marta,20,CO,1611953412,66,11.2408,-74.199,30.0,2.57
392,804,masasi,87,TZ,1611953413,98,-10.7167,38.8,21.4,2.12
393,800,bluefield,1,US,1611953171,58,37.2698,-81.2223,-3.89,4.63
394,800,samba,0,IN,1611953413,49,32.5667,75.1167,8.66,1.52
395,500,ambilobe,98,MG,1611953413,93,-13.2,49.05,23.42,0.88
396,601,ketchikan,90,US,1611952843,86,55.3422,-131.6461,0.0,3.09
397,803,marsh harbour,83,BS,1611953413,71,26.5412,-77.0636,19.0,8.3
398,802,krasnoselkup,46,RU,1611953413,81,65.7,82.4667,-34.57,2.84
399,804,sungairaya,100,ID,1611953413,93,0.7,108.9,24.04,4.6
400,802,brae,45,GB,1611953414,80,60.3964,-1.353,0.0,5.14
401,804,leua,97,SK,1611953414,95,48.2156,18.6071,4.16,1.34
402,600,goderich,100,CA,1611953192,74,43.7501,-81.7165,-5.0,8.23
403,802,miri,40,MY,1611952832,100,4.4148,114.0089,25.0,1.03
404,804,weligama,89,LK,1611953414,88,5.9667,80.4167,24.12,0.41
405,804,alugan,100,PH,1611953414,84,12.2188,125.4808,25.31,10.04
406,804,akdepe,100,TM,1611953263,65,42.0551,59.3788,4.49,4.12
407,800,dutse,0,NG,1611953414,23,11.7594,9.3392,20.79,4.27
408,804,neftcala,100,AZ,1611953414,85,39.3742,49.2472,7.81,3.38
409,500,vaitape,53,PF,1611953415,69,-16.5167,-151.75,27.17,2.99
410,801,pontiac,20,US,1611953317,50,42.6389,-83.2911,-3.63,3.09
411,600,sol-iletsk,100,RU,1611953415,97,51.1631,54.9918,-3.25,5.97
412,500,itarema,100,BR,1611953289,75,-2.9248,-39.9167,27.37,6.2
413,804,sibolga,100,ID,1611953415,91,1.7427,98.7792,23.46,0.6
414,804,khandyga,88,RU,1611952836,75,62.6667,135.6,-47.0,0.74
415,800,jumla,0,NP,1611953235,71,29.2747,82.1838,-2.86,1.51
416,800,calvinia,0,ZA,1611952819,52,-31.4707,19.776,15.26,1.34
417,803,rio gallegos,75,AR,1611952816,24,-51.6226,-69.2181,12.0,13.38
418,800,mehamn,0,NO,1611953246,73,71.0357,27.8492,-7.0,2.06
419,601,kez,100,RU,1611953416,97,57.8979,53.7152,-5.24,3.54
420,804,leningradskiy,97,RU,1611953266,84,69.3833,178.4167,-31.03,4.01
421,800,bukachacha,0,RU,1611953416,79,52.9833,116.9167,-34.14,1.0
422,800,okhotsk,0,RU,1611953246,84,59.3833,143.3,-25.29,2.63
423,801,masterton,24,NZ,1611953416,61,-40.9597,175.6575,14.64,2.24
424,800,agadir,0,MA,1611953416,63,30.4202,-9.5982,16.0,2.57
425,802,bumba,39,CD,1611953416,93,2.1833,22.4667,22.36,1.74
426,803,kenai,75,US,1611953215,85,60.5544,-151.2583,-10.61,3.09
427,800,fos-sur-mer,0,FR,1611953417,71,43.4377,4.9446,11.3,3.09
428,804,zaozerne,100,UA,1611953417,65,45.1582,33.2787,6.67,3.58
429,802,kokstad,49,ZA,1611953417,93,-30.5472,29.4241,15.42,1.3
430,800,rincon,1,US,1611953417,33,32.296,-81.2354,12.24,3.09
431,800,pascagoula,1,US,1611953240,34,30.3658,-88.5561,16.17,1.54
432,800,opunake,10,NZ,1611953408,71,-39.4556,173.8583,13.35,2.68
433,800,tiznit,0,MA,1611952831,47,29.5833,-9.5,17.49,0.55
434,801,hauknes,20,NO,1611953418,78,66.2833,14.0667,-13.2,1.54
435,802,puerto escondido,40,MX,1611952846,70,15.85,-97.0667,30.0,2.06
436,600,elmira,90,US,1611953418,63,42.0898,-76.8077,-8.8,6.17
437,801,bilibino,17,RU,1611953263,79,68.0546,166.4372,-31.85,2.21
438,804,key largo,100,US,1611953253,59,25.0865,-80.4473,21.1,6.75
439,501,vanimo,100,PG,1611953262,82,-2.6741,141.3028,25.69,4.1
440,801,ilulissat,20,GL,1611953236,55,69.2167,-51.1,-17.0,2.06
441,804,libin,100,BE,1611953418,91,49.9833,5.2833,6.3,4.02
442,802,te anau,45,NZ,1611953256,76,-45.4167,167.7167,8.77,0.35
443,701,taraz,0,KZ,1611953419,92,42.9,71.3667,-9.0,2.0
444,802,port-gentil,40,GA,1611952829,83,-0.7193,8.7815,27.0,2.06
445,804,vao,98,NC,1611953242,77,-22.6667,167.4833,24.31,9.98
446,800,haicheng,0,CN,1611953419,94,40.8516,122.7475,-11.06,1.1
447,803,mushabani,65,IN,1611953419,37,22.5167,86.45,16.48,1.43
448,804,belaya gora,100,RU,1611953419,85,68.5333,146.4167,-33.54,1.5
449,800,kargasok,0,RU,1611953264,84,59.0556,80.8572,-33.54,4.04
450,804,teguldet,98,RU,1611953419,89,57.3064,88.1667,-23.26,2.98
451,801,the valley,20,AI,1611952837,73,18.217,-63.0578,25.72,5.14
452,502,alofi,90,NU,1611953224,94,-19.0595,-169.9187,25.0,7.72
453,800,yarim,0,YE,1611953420,71,14.298,44.3779,10.26,0.67
454,802,fort portal,25,UG,1611953420,44,0.6617,30.2748,20.27,0.99
455,800,knysna,0,ZA,1611953420,77,-34.0363,23.0471,17.0,1.03
456,500,quatre cocos,75,MU,1611953420,78,-20.2078,57.7625,26.83,5.14
457,801,nishihara,20,JP,1611953420,54,26.1842,127.7558,11.19,3.09
458,802,ulagan,26,RU,1611953421,83,50.6321,87.9563,-11.62,1.53
459,804,pangkalanbuun,100,ID,1611953309,96,-2.6833,111.6167,23.15,1.6
460,802,skjervoy,40,NO,1611953421,73,70.0311,20.9714,-6.0,10.29
461,801,cam ranh,20,VN,1611953421,68,11.9214,109.1591,22.0,4.12
462,801,general roca,20,AR,1611953421,56,-39.0333,-67.5833,23.0,2.57
463,802,henties bay,44,NA,1611953421,83,-22.116,14.2845,19.44,1.21
464,802,providencia,33,MX,1611953421,56,28.7167,-111.5833,19.33,4.92
465,800,de aar,0,ZA,1611953421,24,-30.6497,24.0123,24.93,4.75
466,741,crotone,90,IT,1611953422,93,39.0851,17.1178,2.0,9.26
467,800,mahon,0,ES,1611953422,94,39.8885,4.2658,13.0,2.57
468,800,jalu,0,LY,1611953244,69,29.0331,21.5482,12.98,3.16
469,800,havelock,1,US,1611953207,41,34.8791,-76.9013,3.9,5.14
470,600,suda,90,RU,1611953422,93,59.1525,37.5582,-3.0,3.0
471,804,krasnyy chikoy,100,RU,1611953422,88,50.3643,108.7512,-20.32,1.01
472,804,mpongwe,100,ZM,1611953422,94,-13.5091,28.155,18.08,1.14
473,800,edd,0,ER,1611953422,39,13.9297,41.6925,24.65,6.14
474,802,fairbanks,40,US,1611953048,77,64.8378,-147.7164,-19.11,1.54
475,800,mizdah,0,LY,1611953423,42,31.4451,12.9801,14.18,5.18
476,802,kalemie,45,CD,1611953423,83,-5.9475,29.1947,21.26,1.11
477,801,goundi,21,TD,1611953423,19,9.3627,17.366,26.26,1.63
478,800,dawson creek,1,CA,1611953423,71,55.7666,-120.2362,-18.0,1.18
479,803,prince rupert,75,CA,1611953423,69,54.3161,-130.3201,2.3,4.12
480,801,hobyo,19,SO,1611953423,74,5.3505,48.5268,24.38,7.49
481,801,taltal,22,CL,1611953423,56,-25.4,-70.4833,21.61,2.26
482,804,serebriya,95,UA,1611953424,85,48.4559,27.7192,-3.33,1.17
483,802,champerico,40,GT,1611953424,52,14.3,-91.9167,33.0,4.12
484,701,tam ky,75,VN,1611953242,88,15.5667,108.4833,20.0,0.51
485,804,achit,100,RU,1611953424,92,56.7985,57.8994,-6.29,2.7
486,804,antalaha,93,MG,1611953368,88,-14.9003,50.2788,24.36,1.56
487,802,san cristobal,40,VE,1611953424,58,7.7669,-72.225,30.0,5.14
488,800,san carlos de bariloche,0,AR,1611953212,24,-41.1456,-71.3082,22.74,8.23
489,803,kloulklubed,75,PW,1611953424,100,7.0419,134.2556,26.0,3.09
490,800,bonthe,0,SL,1611953425,83,7.5264,-12.505,26.05,3.19
491,801,porto seguro,20,BR,1611953357,61,-16.4497,-39.0647,28.0,6.17
492,800,hami,0,CN,1611953425,85,42.8,93.45,-6.93,1.01
493,804,saint anthony,90,US,1611953425,68,45.0205,-93.218,-4.86,3.09
494,804,santa rosalia,100,MX,1611953425,43,27.3167,-112.2833,19.69,1.99
495,501,gizo,99,SB,1611953425,78,-8.103,156.8419,28.44,6.15
496,804,portland,90,US,1611953233,87,45.5234,-122.6762,6.62,1.54
497,800,thanh hoa,0,VN,1611953425,92,19.8,105.7667,15.02,0.54
498,800,strai,3,NO,1611953425,85,58.2,7.9,-8.83,2.57
499,802,sibu,40,MY,1611953425,100,2.3,111.8167,23.93,0.24
500,803,kaputa,70,ZM,1611953426,84,-8.4689,29.6619,20.62,1.05
501,800,radaur,0,IN,1611953426,55,30.0333,77.15,8.19,3.31
502,804,jardim,99,BR,1611953426,75,-21.4803,-56.1381,27.34,3.6
503,801,natagaima,18,CO,1611953426,48,3.6206,-75.0941,31.77,1.69
504,803,komsomolskiy,57,UZ,1611953426,51,40.4272,71.7189,-1.0,2.06
505,803,ponferrada,75,ES,1611953426,99,42.5466,-6.5962,9.06,1.87
506,801,marica,20,BR,1611953426,58,-22.9194,-42.8186,32.78,5.66
507,800,avera,1,US,1611953426,32,33.194,-82.5271,9.98,0.74
508,800,davila,5,PH,1611953427,77,18.4726,120.5763,21.68,12.34
509,800,san martin,0,AR,1611953427,25,-33.081,-68.4681,31.0,3.09
510,804,upernavik,86,GL,1611953202,82,72.7868,-56.1549,-21.84,5.34
511,804,dingle,100,PH,1611953251,90,10.9995,122.6711,23.12,5.36
512,500,kieta,43,PG,1611953427,79,-6.2167,155.6333,28.03,4.75
513,804,moses lake,90,US,1611953337,81,47.1301,-119.2781,3.49,2.57
514,804,freeport,90,US,1611953404,36,40.6576,-73.5832,-3.7,8.23
515,800,kutum,10,SD,1611952844,34,14.2,24.6667,14.15,5.28
516,500,buin,90,CL,1611953428,56,-33.7333,-70.75,22.34,2.06
517,804,tevriz,100,RU,1611953428,91,57.509,72.4042,-17.82,2.98
518,800,shahdadkot,2,PK,1611953428,32,27.8477,67.9055,11.99,1.09
519,801,machado,20,BR,1611953428,50,-21.6747,-45.9197,26.0,1.09
520,802,stornoway,40,GB,1611953428,81,58.2093,-6.3865,2.68,4.12
521,804,wadi musa,90,JO,1611953428,87,30.3222,35.4793,3.07,6.73
522,802,natchitoches,40,US,1611953428,39,31.7668,-93.1335,17.0,3.6
523,701,changji,94,CN,1611953428,85,44.0167,87.3167,-17.0,0.94
524,804,oyem,98,GA,1611953428,93,1.5995,11.5793,21.31,1.25
525,800,aden,0,YE,1611953188,75,12.7794,45.0367,23.46,4.89
526,800,brufut,0,GM,1611953429,47,13.3814,-16.7518,25.0,7.87
527,802,susangerd,40,IR,1611953429,68,31.5608,48.1831,18.0,4.12
528,804,katangli,100,RU,1611953429,93,51.7102,143.2326,-17.12,5.41
529,804,yuncheng,89,CN,1611953429,71,35.0231,110.9928,1.87,1.71
530,803,agaro,56,ET,1611953429,49,7.85,36.65,18.43,1.2
531,801,mucurapo,20,TT,1611953429,48,10.6667,-61.5333,29.17,4.12
532,800,dinguiraye,0,GN,1611953429,19,11.3,-10.7167,23.39,0.59
533,600,iwanai,94,JP,1611953430,96,42.9744,140.5089,-2.26,5.81
534,501,boca do acre,100,BR,1611953430,90,-8.7522,-67.3978,27.1,1.46
535,804,escarcega,100,MX,1611953430,71,18.6089,-90.7454,25.24,1.53
536,600,sharan,100,RU,1611953430,98,54.8167,54.0,-3.57,4.55
537,802,waspan,40,NI,1611953430,56,14.7419,-83.9717,30.0,3.09
538,803,husavik,75,IS,1611953261,86,66.0449,-17.3389,-6.0,1.03
539,800,umm kaddadah,0,SD,1611953430,25,13.6017,26.6876,19.1,8.82
540,802,byron bay,40,AU,1611953391,94,-28.65,153.6167,19.82,1.19
